width,module,t,l1
256,blocks.1.mlp.proj,2,0.011256607249379158
256,ln_f,2,0.7988073825836182
256,head,2,0.22813862562179565
256,tok_emb,3,0.8001117706298828
256,pos_emb,3,0.7943099737167358
256,blocks.0.ln1,3,0.7998886108398438
256,blocks.0.attn.qkv,3,0.12846939265727997
256,blocks.0.attn.proj,3,0.0032328348606824875
256,blocks.0.ln2,3,0.8000913858413696
256,blocks.0.mlp.fc,3,0.12904146313667297
256,blocks.0.mlp.proj,3,0.012166788801550865
256,blocks.1.ln1,3,0.7997250556945801
256,blocks.1.attn.qkv,3,0.1282709687948227
256,blocks.1.attn.proj,3,0.0032399878837168217
256,blocks.1.ln2,3,0.7999721169471741
256,blocks.1.mlp.fc,3,0.12937887012958527
256,blocks.1.mlp.proj,3,0.012171246111392975
256,ln_f,3,0.7988447546958923
256,head,3,0.22734877467155457
256,tok_emb,4,0.8001136779785156
256,pos_emb,4,0.7943052053451538
256,blocks.0.ln1,4,0.8004827499389648
256,blocks.0.attn.qkv,4,0.12909674644470215
256,blocks.0.attn.proj,4,0.003928982652723789
256,blocks.0.ln2,4,0.8007731437683105
256,blocks.0.mlp.fc,4,0.13008460402488708
256,blocks.0.mlp.proj,4,0.013380412012338638
256,blocks.1.ln1,4,0.8003100156784058
256,blocks.1.attn.qkv,4,0.12889286875724792
256,blocks.1.attn.proj,4,0.003918396309018135
256,blocks.1.ln2,4,0.8006565570831299
256,blocks.1.mlp.fc,4,0.13038773834705353
256,blocks.1.mlp.proj,4,0.013379363343119621
256,ln_f,4,0.7989821434020996
256,head,4,0.22670704126358032
256,tok_emb,0,0.8009423017501831
256,pos_emb,0,0.7930059432983398
256,blocks.0.ln1,0,0.7975341081619263
256,blocks.0.attn.qkv,0,0.12818461656570435
256,blocks.0.attn.proj,0,0.0023173324298113585
256,blocks.0.ln2,0,0.7975393533706665
256,blocks.0.mlp.fc,0,0.12757188081741333
256,blocks.0.mlp.proj,0,0.010392509400844574
256,blocks.1.ln1,0,0.797528862953186
256,blocks.1.attn.qkv,0,0.12723521888256073
256,blocks.1.attn.proj,0,0.0022133730817586184
256,blocks.1.ln2,0,0.7975264191627502
256,blocks.1.mlp.fc,0,0.12783773243427277
256,blocks.1.mlp.proj,0,0.01039961539208889
256,ln_f,0,0.7975231409072876
256,head,0,0.23047658801078796
256,tok_emb,1,0.8009403347969055
256,pos_emb,1,0.793010950088501
256,blocks.0.ln1,1,0.7975500226020813
256,blocks.0.attn.qkv,1,0.12824849784374237
256,blocks.0.attn.proj,1,0.002415049821138382
256,blocks.0.ln2,1,0.7975037693977356
256,blocks.0.mlp.fc,1,0.12763576209545135
256,blocks.0.mlp.proj,1,0.010563858784735203
256,blocks.1.ln1,1,0.7974671125411987
256,blocks.1.attn.qkv,1,0.12725505232810974
256,blocks.1.attn.proj,1,0.0022935348097234964
256,blocks.1.ln2,1,0.7975088357925415
256,blocks.1.mlp.fc,1,0.12790659070014954
256,blocks.1.mlp.proj,1,0.010578727349638939
256,ln_f,1,0.7973036766052246
256,head,1,0.22950458526611328
256,tok_emb,2,0.8009388446807861
256,pos_emb,2,0.7930171489715576
256,blocks.0.ln1,2,0.7978104948997498
256,blocks.0.attn.qkv,2,0.1285097301006317
256,blocks.0.attn.proj,2,0.00273617310449481
256,blocks.0.ln2,2,0.7979298830032349
256,blocks.0.mlp.fc,2,0.12806056439876556
256,blocks.0.mlp.proj,2,0.01112009771168232
256,blocks.1.ln1,2,0.7977031469345093
256,blocks.1.attn.qkv,2,0.12748055160045624
256,blocks.1.attn.proj,2,0.0025675520300865173
256,blocks.1.ln2,2,0.7979241609573364
256,blocks.1.mlp.fc,2,0.12832431495189667
256,blocks.1.mlp.proj,2,0.011135668493807316
256,ln_f,2,0.7971677780151367
256,head,2,0.2286561131477356
256,tok_emb,3,0.8009375333786011
256,pos_emb,3,0.7930237054824829
256,blocks.0.ln1,3,0.7982534170150757
256,blocks.0.attn.qkv,3,0.12895101308822632
256,blocks.0.attn.proj,3,0.0032473327592015266
256,blocks.0.ln2,3,0.7985298037528992
256,blocks.0.mlp.fc,3,0.12879759073257446
256,blocks.0.mlp.proj,3,0.012020792812108994
256,blocks.1.ln1,3,0.7981376647949219
256,blocks.1.attn.qkv,3,0.12788937985897064
256,blocks.1.attn.proj,3,0.00301629351451993
256,blocks.1.ln2,3,0.798521876335144
256,blocks.1.mlp.fc,3,0.12904953956604004
256,blocks.1.mlp.proj,3,0.012028711847960949
256,ln_f,3,0.7971429824829102
256,head,3,0.22794580459594727
256,tok_emb,4,0.8009363412857056
256,pos_emb,4,0.7930302619934082
256,blocks.0.ln1,4,0.7988163232803345
256,blocks.0.attn.qkv,4,0.1295509934425354
256,blocks.0.attn.proj,4,0.00393327884376049
256,blocks.0.ln2,4,0.7992022633552551
256,blocks.0.mlp.fc,4,0.12982162833213806
256,blocks.0.mlp.proj,4,0.013213848695158958
256,blocks.1.ln1,4,0.7986966371536255
256,blocks.1.attn.qkv,4,0.12846428155899048
256,blocks.1.attn.proj,4,0.0036358810029923916
256,blocks.1.ln2,4,0.7991982698440552
256,blocks.1.mlp.fc,4,0.13005995750427246
256,blocks.1.mlp.proj,4,0.013209521770477295
256,ln_f,4,0.7972283959388733
256,head,4,0.22738274931907654
512,tok_emb,0,0.7984796762466431
512,pos_emb,0,0.8008174896240234
512,blocks.0.ln1,0,0.7986929416656494
512,blocks.0.attn.qkv,0,0.12790215015411377
512,blocks.0.attn.proj,0,0.0023373321164399385
512,blocks.0.ln2,0,0.798693060874939
512,blocks.0.mlp.fc,0,0.12763313949108124
512,blocks.0.mlp.proj,0,0.010375097393989563
512,blocks.1.ln1,0,0.7986830472946167
512,blocks.1.attn.qkv,0,0.1276012659072876
512,blocks.1.attn.proj,0,0.002307627582922578
512,blocks.1.ln2,0,0.7986851930618286
512,blocks.1.mlp.fc,0,0.1277289092540741
512,blocks.1.mlp.proj,0,0.010429803282022476
512,ln_f,0,0.798690676689148
512,head,0,0.1629500389099121
512,tok_emb,1,0.7984812259674072
512,pos_emb,1,0.8008196353912354
512,blocks.0.ln1,1,0.7986623048782349
512,blocks.0.attn.qkv,1,0.12794101238250732
512,blocks.0.attn.proj,1,0.0024560450110584497
512,blocks.0.ln2,1,0.7987149953842163
512,blocks.0.mlp.fc,1,0.12770146131515503
512,blocks.0.mlp.proj,1,0.010524755343794823
512,blocks.1.ln1,1,0.7986518144607544
512,blocks.1.attn.qkv,1,0.12762980163097382
512,blocks.1.attn.proj,1,0.0024732621386647224
512,blocks.1.ln2,1,0.7986666560173035
512,blocks.1.mlp.fc,1,0.12777507305145264
512,blocks.1.mlp.proj,1,0.010569322854280472
512,ln_f,1,0.7985528707504272
512,head,1,0.1623891443014145
512,tok_emb,2,0.79848313331604
512,pos_emb,2,0.8008222579956055
512,blocks.0.ln1,2,0.7989396452903748
512,blocks.0.attn.qkv,2,0.12812316417694092
512,blocks.0.attn.proj,2,0.0028080279007554054
512,blocks.0.ln2,2,0.7991610765457153
512,blocks.0.mlp.fc,2,0.1280582994222641
512,blocks.0.mlp.proj,2,0.010984298773109913
512,blocks.1.ln1,2,0.798936128616333
512,blocks.1.attn.qkv,2,0.12780290842056274
512,blocks.1.attn.proj,2,0.0028690979816019535
512,blocks.1.ln2,2,0.7991061806678772
512,blocks.1.mlp.fc,2,0.12811729311943054
512,blocks.1.mlp.proj,2,0.011018868535757065
512,ln_f,2,0.7985386848449707
512,head,2,0.16197818517684937
512,tok_emb,3,0.798485517501831
512,pos_emb,3,0.8008246421813965
512,blocks.0.ln1,3,0.7994058132171631
512,blocks.0.attn.qkv,3,0.12842369079589844
512,blocks.0.attn.proj,3,0.0033669613767415285
512,blocks.0.ln2,3,0.7997748851776123
512,blocks.0.mlp.fc,3,0.1286626011133194
512,blocks.0.mlp.proj,3,0.01172582246363163
512,blocks.1.ln1,3,0.7994197010993958
512,blocks.1.attn.qkv,3,0.1280985325574875
512,blocks.1.attn.proj,3,0.003478922648355365
512,blocks.1.ln2,3,0.7997208833694458
512,blocks.1.mlp.fc,3,0.12870728969573975
512,blocks.1.mlp.proj,3,0.011750143021345139
512,ln_f,3,0.7986423969268799
512,head,3,0.16172124445438385
512,tok_emb,4,0.7984880805015564
512,pos_emb,4,0.8008272647857666
512,blocks.0.ln1,4,0.799986720085144
512,blocks.0.attn.qkv,4,0.12882697582244873
512,blocks.0.attn.proj,4,0.004123243503272533
512,blocks.0.ln2,4,0.8004558682441711
512,blocks.0.mlp.fc,4,0.12949475646018982
512,blocks.0.mlp.proj,4,0.01271120086312294
512,blocks.1.ln1,4,0.8000184297561646
512,blocks.1.attn.qkv,4,0.12849901616573334
512,blocks.1.attn.proj,4,0.004302330315113068
512,blocks.1.ln2,4,0.8004099130630493
512,blocks.1.mlp.fc,4,0.1295277327299118
512,blocks.1.mlp.proj,4,0.012727567926049232
512,ln_f,4,0.7988585829734802
512,head,4,0.16162967681884766
512,tok_emb,0,0.795782744884491
512,pos_emb,0,0.7976119518280029
512,blocks.0.ln1,0,0.7982290983200073
512,blocks.0.attn.qkv,0,0.12770037353038788
512,blocks.0.attn.proj,0,0.0023707635700702667
512,blocks.0.ln2,0,0.7982247471809387
512,blocks.0.mlp.fc,0,0.12764191627502441
512,blocks.0.mlp.proj,0,0.010441361926496029
512,blocks.1.ln1,0,0.7982137203216553
512,blocks.1.attn.qkv,0,0.12777429819107056
512,blocks.1.attn.proj,0,0.0022689001634716988
512,blocks.1.ln2,0,0.7982136607170105
512,blocks.1.mlp.fc,0,0.12732619047164917
512,blocks.1.mlp.proj,0,0.01040731742978096
512,ln_f,0,0.7982146739959717
512,head,0,0.16310596466064453
512,tok_emb,1,0.7957860827445984
512,pos_emb,1,0.7976032495498657
512,blocks.0.ln1,1,0.7981646656990051
512,blocks.0.attn.qkv,1,0.12771892547607422
512,blocks.0.attn.proj,1,0.002485524630174041
512,blocks.0.ln2,1,0.7982206344604492
512,blocks.0.mlp.fc,1,0.12769073247909546
512,blocks.0.mlp.proj,1,0.010585359297692776
512,blocks.1.ln1,1,0.7982311248779297
512,blocks.1.attn.qkv,1,0.12781253457069397
512,blocks.1.attn.proj,1,0.002403156366199255
512,blocks.1.ln2,1,0.7982762455940247
512,blocks.1.mlp.fc,1,0.12739893794059753
512,blocks.1.mlp.proj,1,0.010568522848188877
512,ln_f,1,0.7981692552566528
512,head,1,0.16263577342033386
512,tok_emb,2,0.7957897186279297
512,pos_emb,2,0.7975966930389404
512,blocks.0.ln1,2,0.7983993291854858
512,blocks.0.attn.qkv,2,0.12787988781929016
512,blocks.0.attn.proj,2,0.002855397528037429
512,blocks.0.ln2,2,0.7986562252044678
512,blocks.0.mlp.fc,2,0.12803404033184052
512,blocks.0.mlp.proj,2,0.011032601818442345
512,blocks.1.ln1,2,0.7985314726829529
512,blocks.1.attn.qkv,2,0.127989262342453
512,blocks.1.attn.proj,2,0.00277647003531456
512,blocks.1.ln2,2,0.7987381815910339
512,blocks.1.mlp.fc,2,0.12775754928588867
512,blocks.1.mlp.proj,2,0.011031905189156532
512,ln_f,2,0.7982301712036133
512,head,2,0.1623043417930603
512,tok_emb,3,0.7957934141159058
512,pos_emb,3,0.7975912094116211
512,blocks.0.ln1,3,0.7988280057907104
512,blocks.0.attn.qkv,3,0.12816207110881805
512,blocks.0.attn.proj,3,0.0034538237378001213
512,blocks.0.ln2,3,0.7992591261863708
512,blocks.0.mlp.fc,3,0.12862639129161835
512,blocks.0.mlp.proj,3,0.011758483946323395
512,blocks.1.ln1,3,0.7990099191665649
512,blocks.1.attn.qkv,3,0.12828373908996582
512,blocks.1.attn.proj,3,0.0033631601836532354
512,blocks.1.ln2,3,0.7993640303611755
512,blocks.1.mlp.fc,3,0.12836521863937378
512,blocks.1.mlp.proj,3,0.011768363416194916
512,ln_f,3,0.7984045743942261
512,head,3,0.16212031245231628
512,tok_emb,4,0.7957972288131714
512,pos_emb,4,0.797585666179657
512,blocks.0.ln1,4,0.7993788719177246
512,blocks.0.attn.qkv,4,0.12854968011379242
512,blocks.0.attn.proj,4,0.004266725387424231
512,blocks.0.ln2,4,0.7999348044395447
512,blocks.0.mlp.fc,4,0.12944889068603516
512,blocks.0.mlp.proj,4,0.01273045502603054
512,blocks.1.ln1,4,0.7996037006378174
512,blocks.1.attn.qkv,4,0.12868022918701172
512,blocks.1.attn.proj,4,0.004159647040069103
512,blocks.1.ln2,4,0.8000582456588745
512,blocks.1.mlp.fc,4,0.12920185923576355
512,blocks.1.mlp.proj,4,0.012747392058372498
512,ln_f,4,0.7986919283866882
512,head,4,0.1620953381061554
512,tok_emb,0,0.7960132360458374
512,pos_emb,0,0.7986502647399902
512,blocks.0.ln1,0,0.7974338531494141
512,blocks.0.attn.qkv,0,0.12756618857383728
512,blocks.0.attn.proj,0,0.002314177108928561
512,blocks.0.ln2,0,0.7974373698234558
512,blocks.0.mlp.fc,0,0.12753160297870636
512,blocks.0.mlp.proj,0,0.01044769212603569
512,blocks.1.ln1,0,0.7974196672439575
512,blocks.1.attn.qkv,0,0.12772324681282043
512,blocks.1.attn.proj,0,0.002355430740863085
512,blocks.1.ln2,0,0.7974187135696411
512,blocks.1.mlp.fc,0,0.12789613008499146
512,blocks.1.mlp.proj,0,0.01046668365597725
512,ln_f,0,0.7974226474761963
512,head,0,0.16277727484703064
512,tok_emb,1,0.7960158586502075
512,pos_emb,1,0.7986456155776978
512,blocks.0.ln1,1,0.7974241971969604
512,blocks.0.attn.qkv,1,0.12761235237121582
512,blocks.0.attn.proj,1,0.002425265032798052
512,blocks.0.ln2,1,0.7973736524581909
512,blocks.0.mlp.fc,1,0.1275809407234192
512,blocks.0.mlp.proj,1,0.01058791484683752
512,blocks.1.ln1,1,0.7974499464035034
512,blocks.1.attn.qkv,1,0.12777075171470642
512,blocks.1.attn.proj,1,0.0024965722113847733
512,blocks.1.ln2,1,0.7974057793617249
512,blocks.1.mlp.fc,1,0.12795305252075195
512,blocks.1.mlp.proj,1,0.010618148371577263
512,ln_f,1,0.7973522543907166
512,head,1,0.16223971545696259
512,tok_emb,2,0.7960187196731567
512,pos_emb,2,0.7986409664154053
512,blocks.0.ln1,2,0.7976847887039185
512,blocks.0.attn.qkv,2,0.12779508531093597
512,blocks.0.attn.proj,2,0.0027703680098056793
512,blocks.0.ln2,2,0.7977961301803589
512,blocks.0.mlp.fc,2,0.12792928516864777
512,blocks.0.mlp.proj,2,0.011035436764359474
512,blocks.1.ln1,2,0.7977503538131714
512,blocks.1.attn.qkv,2,0.12795358896255493
512,blocks.1.attn.proj,2,0.0028652080800384283
512,blocks.1.ln2,2,0.7978521585464478
512,blocks.1.mlp.fc,2,0.12830618023872375
512,blocks.1.mlp.proj,2,0.011075429618358612
512,ln_f,2,0.7974026203155518
512,head,2,0.16185320913791656
512,tok_emb,3,0.7960219383239746
512,pos_emb,3,0.7986364364624023
512,blocks.0.ln1,3,0.798134446144104
512,blocks.0.attn.qkv,3,0.12809516489505768
512,blocks.0.attn.proj,3,0.003317347029224038
512,blocks.0.ln2,3,0.7983943223953247
512,blocks.0.mlp.fc,3,0.1285271793603897
512,blocks.0.mlp.proj,3,0.011761533096432686
512,blocks.1.ln1,3,0.7982168793678284
512,blocks.1.attn.qkv,3,0.12824894487857819
512,blocks.1.attn.proj,3,0.00344630004838109
512,blocks.1.ln2,3,0.7984617352485657
512,blocks.1.mlp.fc,3,0.1289045810699463
512,blocks.1.mlp.proj,3,0.011811137199401855
512,ln_f,3,0.7975646257400513
512,head,3,0.16162359714508057
512,tok_emb,4,0.7960253357887268
512,pos_emb,4,0.7986322641372681
512,blocks.0.ln1,4,0.7986990809440613
512,blocks.0.attn.qkv,4,0.12849485874176025
512,blocks.0.attn.proj,4,0.004053953103721142
512,blocks.0.ln2,4,0.7990647554397583
512,blocks.0.mlp.fc,4,0.12935379147529602
512,blocks.0.mlp.proj,4,0.012732034549117088
512,blocks.1.ln1,4,0.7987951040267944
512,blocks.1.attn.qkv,4,0.12864470481872559
512,blocks.1.attn.proj,4,0.004242255352437496
512,blocks.1.ln2,4,0.7991430759429932
512,blocks.1.mlp.fc,4,0.12973341345787048
512,blocks.1.mlp.proj,4,0.012791644781827927
512,ln_f,4,0.7978343367576599
512,head,4,0.1615617722272873
